,number,pokemon_name,pic_url,main_type,secondary_type,region,category,pokemon_family,attack,defense,stamina,flee_rate,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,pkedex_desc,poss_attacks,CP_Min,CP_Max,HP_Min,HP_Max,Porcentagem_masculino,Porcentagem_feminino,Tx_captura,Fire_weakness,Flying_weakness,Ice_weakness,Psychic_weakness,Ground_weakness,Rock_weakness,Water_weakness,Electric_weakness,Grass_weakness,Fighting_weakness,Poison_weakness,Steel_weakness,Bug_weakness,Fairy_weakness,Dark_weakness,Ghost_weakness,Dragon_weakness,0_weakness,Electric_resistance,Fairy_resistance,Fighting_resistance,Water_resistance,Grass_resistance,Bug_resistance,Fire_resistance,Ice_resistance,Steel_resistance,Ground_resistance,Poison_resistance,Ghost_resistance,Flying_resistance,Rock_resistance,Dark_resistance,Dragon_resistance,Psychic_resistance,Normal_resistance,0_resistance
398,399,Bidoof,https://static.wikia.nocookie.net/pokemongo/images/b/b9/Bidoof.png,Normal,0,Sinnoh,Plump,Bidoof family,80,73,153,20%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,"['Tackle', 'Take Down', 'Crunch', 'Grass Knot', 'Hyper Fang', 'Ice Beam', 'Shadow Ball', 'Superpower', 'Thunderbolt']",721,721,14,132,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,400,Bibarel,https://static.wikia.nocookie.net/pokemongo/images/1/1a/Bibarel.png,Normal,Water,Sinnoh,Beaver,Bidoof family,162,119,188,7%,No ,No,Formerly  (2nd tier level),No,Yes,Yes,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,"['Take Down', 'Water Gun', 'Hyper Beam', 'Hyper Fang', 'Surf']",1823,1823,17,160,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,401,Kricketot,https://static.wikia.nocookie.net/pokemongo/images/d/df/Kricketot.png,Bug,0,Sinnoh,Cricket,Kricketot family,45,74,114,20%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"When its antennae hit each other, it sounds like the music of a xylophone.","['Bug Bite', 'Struggle Bug', 'Struggle']",401,401,10,101,50.0,50.0,50.0,-160.0,-160.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,402,Kricketune,https://static.wikia.nocookie.net/pokemongo/images/c/cf/Kricketune.png,Bug,0,Sinnoh,Cricket,Kricketot family,160,100,184,7%,No ,No,Formerly  (2nd tier level),No,Yes,No,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,"['Fury Cutter', 'Struggle Bug', 'Aerial Ace', 'Bug Buzz', 'X-Scissor']",1653,1653,17,157,50.0,50.0,20.0,-160.0,-160.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,403,Shinx,https://static.wikia.nocookie.net/pokemongo/images/a/a5/Shinx.png,Electric,0,Sinnoh,Flash,Shinx family,117,64,128,10%,No ,No,Formerly  (1st tier level),Formerly ,Yes,No,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,"['Spark', 'Tackle', 'Discharge', 'Swift', 'Thunderbolt']",876,876,12,113,50.0,50.0,50.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0
403,404,Luxio,https://static.wikia.nocookie.net/pokemongo/images/5/51/Luxio.png,Electric,0,Sinnoh,Spark,Shinx family,159,95,155,7%,No ,No,No  ,No,Yes,No,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,"['Bite', 'Spark', 'Crunch', 'Thunderbolt', 'Wild Charge']",1486,1486,14,134,50.0,50.0,25.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0
404,405,Luxray,https://static.wikia.nocookie.net/pokemongo/images/e/ee/Luxray.png,Electric,0,Sinnoh,Gleam,Shinx family,232,156,190,5%,No ,No,No  ,No,Yes,No,Luxray's ability to see through objects comes in handy when it's scouting for danger.,"['Hidden Power', 'Snarl', 'Spark', 'Crunch', 'Hyper Beam', 'Wild Charge', 'Psychic Fangs']",2888,2888,17,162,50.0,50.0,12.5,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0
405,406,Budew,https://static.wikia.nocookie.net/pokemongo/images/5/5d/Budew.png,Grass,Poison,Sinnoh,Bud,Roselia family,91,109,120,0,No ,No,No  ,No,Yes,No,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.","['Hidden Power', 'Razor Leaf', 'Energy Ball', 'Grass Knot']",856,856,11,106,50.0,50.0,0.0,-160.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,62.5,62.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,407,Roserade,https://static.wikia.nocookie.net/pokemongo/images/8/82/Roserade.png,Grass,Poison,Sinnoh,Bouquet,Roselia family,243,185,155,7%,No ,No,Formerly  (3rd tier level),No,Yes,No,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.","['Poison Jab', 'Razor Leaf', 'Bullet Seed', 'Dazzling Gleam', 'Grass Knot', 'Leaf Storm', 'Sludge Bomb', 'Solar Beam', 'Weather Ball']",2971,2971,14,134,50.0,50.0,15.0,-160.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,62.5,62.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,408,Cranidos,https://static.wikia.nocookie.net/pokemongo/images/a/ac/Cranidos.png,Rock,0,Sinnoh,Head,Cranidos family,218,71,167,10%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Its hard skull is its distinguishing feature. It snapped trees by headbutting them, and then it fed on their ripe berries.","['Take Down', 'Zen Headbutt', 'Ancient Power', 'Bulldoze', 'Rock Tomb']",1820,1820,15,143,87.5,12.5,50.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,-160.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0
408,409,Rampardos,https://static.wikia.nocookie.net/pokemongo/images/9/97/Rampardos.png,Rock,0,Sinnoh,Head,Cranidos family,295,109,219,6%,No ,No,No  ,No,Yes,No,"This ancient Pokémon used headbutts skillfully. Its brain was really small, so some theories suggest that its stupidity led to its extinction.","['Smack Down', 'Zen Headbutt', 'Flamethrower', 'Outrage', 'Rock Slide']",3298,3298,20,184,87.5,12.5,20.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,-160.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0
409,410,Shieldon,https://static.wikia.nocookie.net/pokemongo/images/5/57/Shieldon.png,Rock,Steel,Sinnoh,Shield,Shieldon family,76,195,102,10%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Although its fossils can be found in layers of primeval rock, nothing but its face has ever been discovered.","['Iron Tail', 'Tackle', 'Ancient Power', 'Heavy Slam', 'Rock Tomb']",890,890,10,92,87.5,12.5,50.0,0.0,0.0,0.0,0.0,-256.0,0.0,-160.0,0.0,0.0,-256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,62.5,0.0,62.5,0.0,0.0,24.0,0.0,39.0,62.5,0.0,62.5,62.5,39.0,0.0
410,411,Bastiodon,https://static.wikia.nocookie.net/pokemongo/images/f/f4/Bastiodon.png,Rock,Steel,Sinnoh,Shield,Shieldon family,94,286,155,6%,No ,No,Formerly  (3rd tier level),No,Yes,No,This Pokémon is from roughly 100 million years ago. Its terrifyingly tough face is harder than steel.,"['Iron Tail', 'Smack Down', 'Flamethrower', 'Flash Cannon', 'Stone Edge']",1539,1539,14,134,87.5,12.5,20.0,0.0,0.0,0.0,0.0,-256.0,0.0,-160.0,0.0,0.0,-256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,62.5,0.0,62.5,0.0,0.0,24.0,0.0,39.0,62.5,0.0,62.5,62.5,39.0,0.0
411,412,Burmy,https://static.wikia.nocookie.net/pokemongo/images/9/9e/Burmy.png,Bug,0,Sinnoh,Bagworm,Burmy family,53,83,120,20%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.","['Bug Bite', 'Tackle', 'Struggle']",488,488,11,106,50.0,50.0,50.0,-160.0,-160.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,413,Wormadam,https://static.wikia.nocookie.net/pokemongo/images/4/4b/Wormadam.png,Bug,Grass,Sinnoh,Bagworm,Burmy family,141,180,155,7%,No ,No,No  ,No,Yes,No,"When Burmy evolved, its cloak became a part of this Pokémon's body. The cloak is never shed.","['Bug Bite', 'Confusion', 'Bug Buzz', 'Psybeam', 'Energy Ball', 'Bulldoze', 'Iron Head']",1773,1773,14,134,0.0,0.0,15.0,-256.0,-256.0,-160.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,62.5,39.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,414,Mothim,https://static.wikia.nocookie.net/pokemongo/images/b/bd/Mothim.png,Bug,Flying,Sinnoh,Moth,Burmy family,185,98,172,7%,No ,No,No  ,No,Yes,No,It flutters around at night and steals honey from the Combee hive.,"['Air Slash', 'Bug Bite', 'Aerial Ace', 'Bug Buzz', 'Psybeam']",1815,1815,16,147,0.0,0.0,15.0,-160.0,-160.0,-160.0,0.0,0.0,-256.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,62.5,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,415,Combee,https://static.wikia.nocookie.net/pokemongo/images/6/6e/Combee.png,Bug,Flying,Sinnoh,Tiny,Combee family,59,83,102,7%,Yes ,No,Formerly  (2nd tier level),Formerly ,No,No,"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.","['Bug Bite', 'Bug Buzz']",494,494,10,92,87.5,12.5,15.0,-160.0,-160.0,-160.0,0.0,0.0,-256.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,62.5,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,416,Vespiquen,https://static.wikia.nocookie.net/pokemongo/images/5/52/Vespiquen.png,Bug,Flying,Sinnoh,Beehive,Combee family,149,190,172,7%,No ,No,No  ,No,No,No,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,"['Air Slash', 'Bug Bite', 'Fury Cutter', 'Poison Sting', 'Bug Buzz', 'Fell Stinger', 'Power Gem', 'Signal Beam', 'X-Scissor']",2005,2005,16,147,0.0,0.0,15.0,-160.0,-160.0,-160.0,0.0,0.0,-256.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,62.5,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,417,Pachirisu,https://static.wikia.nocookie.net/pokemongo/images/f/f9/Pachirisu.png,Electric,0,Sinnoh,EleSquirrel,Pachirisu family,94,172,155,9%,Yes ,No,No  ,No,No,No,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,"['Spark', 'Volt Switch', 'Thunder', 'Thunder Punch', 'Thunderbolt']",1213,1213,14,134,50.0,50.0,30.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0
417,418,Buizel,https://static.wikia.nocookie.net/pokemongo/images/b/ba/Buizel.png,Water,0,Sinnoh,Sea,Buizel family,132,67,146,10%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,"['Quick Attack', 'Water Gun', 'Aqua Jet', 'Swift', 'Water Pulse']",1054,1054,13,127,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,419,Floatzel,https://static.wikia.nocookie.net/pokemongo/images/b/b9/Floatzel.png,Water,0,Sinnoh,Sea,Buizel family,221,114,198,6%,Yes ,No,Formerly  (3rd tier level),No,Yes,No,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,"['Water Gun', 'Waterfall', 'Aqua Jet', 'Hydro Pump', 'Swift']",2443,2443,18,168,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,420,Cherubi,https://static.wikia.nocookie.net/pokemongo/images/7/74/Cherubi.png,Grass,0,Sinnoh,Cherry,Cherubi family,108,92,128,9%,Yes (Mossy Lure only),No,No  ,Formerly ,Yes,No,It evolves by sucking the energy out of the small ball where it had been storing nutrients.,"['Bullet Seed', 'Tackle', 'Dazzling Gleam', 'Petal Blizzard', 'Seed Bomb']",950,950,12,113,50.0,50.0,50.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,421,Cherrim,https://static.wikia.nocookie.net/pokemongo/images/b/ba/Cherrim.png,Grass,0,Sinnoh,Blossom,Cherubi family,170,153,172,7%,Yes ,No,No  ,Formerly ,Yes,No,"If it senses strong sunlight, it opens its folded petals to absorb the sun's rays with its whole body.","['Bullet Seed', 'Razor Leaf', 'Dazzling Gleam', 'Hyper Beam', 'Solar Beam', 'Weather Ball']",2048,2048,16,147,50.0,50.0,10.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,422,Shellos,https://static.wikia.nocookie.net/pokemongo/images/b/b2/Shellos.png,Water,0,Sinnoh,Sea,Shellos family,103,105,183,10%,Yes ,No,Formerly  (1st tier level),Formerly ,No,No,"When it senses danger, a purple liquid oozes out of it. The liquid is thought to be something like greasy sweat.","['Hidden Power', 'Mud-Slap', 'Body Slam', 'Mud Bomb', 'Water Pulse']",1136,1136,17,156,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,423,Gastrodon,https://static.wikia.nocookie.net/pokemongo/images/3/3f/Gastrodon.png,Water,Ground,Sinnoh,Sea,Shellos family,169,143,244,6%,No ,No,No  ,No,No,No,"Their shape and color change, depending on their environment and diet. There are many of them at beaches where the waves are calm.","['Hidden Power', 'Mud-Slap', 'Body Slam', 'Earth Power', 'Water Pulse', 'Earthquake']",2324,2324,22,204,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0
423,424,Ambipom,https://static.wikia.nocookie.net/pokemongo/images/5/56/Ambipom.png,Normal,0,Sinnoh,Long,Aipom family,205,143,181,6%,No ,No,No  ,No,Yes,Yes,"It uses its tails for everything. If it wraps both of its tails around you and gives you a squeeze, that's proof it really likes you.","['Astonish', 'Scratch', 'Aerial Ace', 'Hyper Beam', 'Low Sweep']",2418,2418,17,154,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,425,Drifloon,https://static.wikia.nocookie.net/pokemongo/images/2/29/Drifloon.png,Ghost,Flying,Sinnoh,Balloon,Drifloon family,117,80,207,10%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Wandering souls gathered together to form this Pokémon. When trying to make friends with children, Drifloon grabs them by the hand.","['Astonish', 'Hex', 'Icy Wind', 'Ominous Wind', 'Shadow Ball']",1197,1197,19,175,50.0,50.0,40.0,0.0,0.0,-160.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,24.0,0.0,62.5,39.0,0.0,0.0,0.0,39.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
425,426,Drifblim,https://static.wikia.nocookie.net/pokemongo/images/6/63/Drifblim.png,Ghost,Flying,Sinnoh,Blimp,Drifloon family,180,102,312,7%,Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,No,"The raw material for the gas inside its body is souls. When its body starts to deflate, it's thought to carry away people and Pokémon.","['Astonish', 'Hex', 'Icy Wind', 'Ominous Wind', 'Shadow Ball']",2382,2382,29,258,50.0,50.0,20.0,0.0,0.0,-160.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,24.0,0.0,62.5,39.0,0.0,0.0,0.0,39.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
426,427,Buneary,https://static.wikia.nocookie.net/pokemongo/images/6/6e/Buneary.png,Normal,0,Sinnoh,Rabbit,Buneary family,130,105,146,10%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,The reason it keeps one ear rolled up is so it can launch a swift counterattack if it's attacked by an enemy.,"['Pound', 'Quick Attack', 'Fire Punch', 'Swift']",1258,1258,13,127,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,428,Lopunny,https://static.wikia.nocookie.net/pokemongo/images/0/06/Lopunny.png,Normal,0,Sinnoh,Rabbit,Buneary family,156,194,163,6%,Yes ,No,Formerly  (3rd tier level),No,Yes,No,"Standard Pokédex description
It's notably wary and has a dislike of fighting, but at the same time, it can deliver powerful kicks with its lithe legs.","['Low Kick', 'Pound', 'Fire Punch', 'Focus Blast', 'Hyper Beam']",2059,2059,15,140,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,429,Mismagius,https://static.wikia.nocookie.net/pokemongo/images/2/25/Mismagius.png,Ghost,0,Sinnoh,Magical,Misdreavus family,211,187,155,7%,No ,No,No  ,No,Yes,Yes,Its muttered curses can cause awful headaches or terrifying visions that torment others.,"['Hex', 'Sucker Punch', 'Dark Pulse', 'Dazzling Gleam', 'Shadow Ball']",2615,2615,14,134,50.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
429,430,Honchkrow,https://static.wikia.nocookie.net/pokemongo/images/d/d3/Honchkrow.png,Dark,Flying,Sinnoh,Big,Murkrow family,243,103,225,7%,No ,No,No  ,No,Yes,Yes,Its goons take care of most of the fighting for it. The only time it dirties its own hands is in delivering a final blow to finish off an opponent.,"['Peck', 'Snarl', 'Brave Bird', 'Dark Pulse', 'Psychic', 'Sky Attack']",2711,2711,21,189,50.0,50.0,10.0,0.0,0.0,-160.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,39.0,0.0,62.5,0.0,0.0,62.5,0.0,39.0,0.0,0.0
430,431,Glameow,https://static.wikia.nocookie.net/pokemongo/images/0/08/Glameow.png,Normal,0,Sinnoh,Catty,Glameow family,109,82,135,10%,Yes ,No,No  ,Formerly ,Yes,No,"When it's happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.","['Quick Attack', 'Scratch', 'Aerial Ace', 'Play Rough', 'Thunderbolt']",934,934,12,118,25.0,75.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,432,Purugly,https://static.wikia.nocookie.net/pokemongo/images/5/51/Purugly.png,Normal,0,Sinnoh,Tiger,Glameow family,172,133,174,8%,Yes ,No,No  ,No,Yes,No,"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.","['Scratch', 'Shadow Claw', 'Aerial Ace', 'Play Rough', 'Thunder']",1953,1953,16,149,25.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,433,Chingling,https://static.wikia.nocookie.net/pokemongo/images/0/0c/Chingling.png,Psychic,0,Sinnoh,Bell,Chimecho family,114,94,128,0,No ,No,No  ,No,No,No,"There is an orb inside its mouth. When it hops, the orb bounces all over and makes a ringing sound.","['Astonish', 'Zen Headbutt', 'Psyshock', 'Shadow Ball', 'Wrap']",1005,1005,12,113,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0
433,434,Stunky,https://static.wikia.nocookie.net/pokemongo/images/7/75/Stunky.png,Poison,Dark,Sinnoh,Skunk,Stunky family,121,90,160,10%,Yes ,No,Formerly  (1st tier level),Formerly ,No,Yes,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,"['Bite', 'Scratch', 'Crunch', 'Flamethrower', 'Sludge Bomb']",1151,1151,15,138,50.0,50.0,50.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,62.5,62.5,0.0,0.0,62.5,0.0,62.5,0.0,0.0
434,435,Skuntank,https://static.wikia.nocookie.net/pokemongo/images/5/5a/Skuntank.png,Poison,Dark,Sinnoh,Skunk,Stunky family,184,132,230,6%,Yes ,No,Formerly  (3rd tier level),No,No,Yes,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,"['Bite', 'Poison Jab', 'Crunch', 'Flamethrower', 'Sludge Bomb']",2358,2358,21,193,50.0,50.0,20.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,62.5,62.5,0.0,0.0,62.5,0.0,62.5,0.0,0.0
